GeneID	control_1	control_2	treatment_1	treatment_2
LOC_Os12g40279	2.030424016	3.049368636	0.427030145	1.198778239
LOC_Os12g40279	7.081070772	8.410840664	4.557409748	7.137679936
LOC_Os12g40270	0	0	0	0
LOC_Os12g40260	0.213786909	0.697902012	6.268394338	10.0026067
LOC_Os12g40250	0	0	0	0
LOC_Os12g40240	0	0	0	0
LOC_Os12g40230	0	0	0	0
LOC_Os12g40220	0	0	0	0
LOC_Os12g40210	0	0	0	0
LOC_Os12g40200	0.117815177	0	0	0.237088434
LOC_Os12g40190	16.08446581	15.09227248	8.168911011	11.62064003
LOC_Os12g40180	2.341223201	4.529104895	86.34772336	49.73166983
LOC_Os12g40170	0	0	0	0
LOC_Os12g40160	0	0	0	0
LOC_Os12g40150	0	0	0	0
LOC_Os12g40140	0.130695293	0	0.433820957	0
LOC_Os12g40130	0	0	0	0
LOC_Os12g40120	0	0.488274591	0	0
LOC_Os12g40115	7.948597288	9.435635198	2.931558509	2.181213589
LOC_Os12g40100	3.54601842	1.929314721	0	0.356796116
LOC_Os12g40090	0	0.174475503	0	0
LOC_Os12g40080	0	0	0	0
LOC_Os12g40070	0	0	0	0
LOC_Os12g40060	0.035748669	0	0	0.071939762
LOC_Os12g40050	0	0	0	0
LOC_Os12g40040	0	0	0	0
LOC_Os12g40030	0	0	0	0
LOC_Os12g40020	0.141871679	0.463136544	0	0
LOC_Os12g40010	1.090611083	1.917069845	0.88181907	0.590886034
LOC_Os12g40010	1.891022353	2.61893126	1.0461549	1.470286717
LOC_Os12g40000	0	0	0	0
LOC_Os12g39990	0	0	0.450854863	0
LOC_Os12g39980	0.395354775	1.331598008	0	0.037885831
LOC_Os12g39970	0	0	0	0
LOC_Os12g39970	0	0	0	0
LOC_Os12g39970	3.26101608	5.829681489	2.405420501	0
LOC_Os12g39970	0	0	0	0
LOC_Os12g39970	3.717150819	0	6.526863616	8.943842997
LOC_Os12g39960	0	0	0	0.306350223
LOC_Os12g39950	0	0	0	0.100424198
LOC_Os12g39940	0	0	0	0
LOC_Os12g39930	0	0	0	0
LOC_Os12g39920	0	0	0	0
LOC_Os12g39910	0	0	0	0
LOC_Os12g39900	0	0	0	0
LOC_Os12g39890	0	0	0	0
LOC_Os12g39880	0	0	0	0
LOC_Os12g39870	0	0	0	0
LOC_Os12g39860	0	0	0	0.554545828
LOC_Os12g39860	85.8161123	90.05163297	65.95025243	74.83418962
LOC_Os12g39850	0	0	0	0.357575998
LOC_Os12g39840	6.698565874	7.739044637	5.490063795	6.074335911
LOC_Os12g39830	0.858421038	2.89570378	0.094979456	0.086373294
LOC_Os12g39820	0	0	0	0
LOC_Os12g39810	0	0	0	0
LOC_Os12g39800	0	0	0	0.030193987
LOC_Os12g39790	0	0	0	0
LOC_Os12g39780	0.549644843	0.837340852	0	0.66365525
LOC_Os12g39770	0.457341616	0	0	0
LOC_Os12g39760	0	0	0	0
LOC_Os12g39750	0	0	0	0
LOC_Os12g39740	0	0	0	0
LOC_Os12g39730	0	0	0	0
LOC_Os12g39710	3.618023801	5.105774436	2.126667966	2.332139008
LOC_Os12g39700	0	0	0	0.033681495
LOC_Os12g39690	0	0	0	0
LOC_Os12g39680	0.091855901	0.099953763	0	0
LOC_Os12g39670	0	0	0	0
LOC_Os12g39660	25.61811423	27.0636969	25.96266006	32.58556247
LOC_Os12g39650	4.217117598	3.851391162	4.582681783	3.712811459
LOC_Os12g39640	11.19091177	8.96078992	1.401748756	3.930433578
LOC_Os12g39630	40.34335807	37.96753358	56.76890966	61.37710742
LOC_Os12g39620	0	0	4.484279347	0.531907216
LOC_Os12g39620	0	0	0.335617706	0
LOC_Os12g39620	13.9920187	14.65929277	53.28921702	44.03926085
LOC_Os12g39620	0.519939062	0.509198414	2.818888208	3.086623003
LOC_Os12g39620	9.815835544	13.80882236	32.46200129	32.95829739
LOC_Os12g39610	0	0	0	0
LOC_Os12g39600	0	0	0	0
LOC_Os12g39590	0	0	0	0
LOC_Os12g39580	0	0	0	0
LOC_Os12g39570	0	0	0	0
LOC_Os12g39560	0	0	0	0
LOC_Os12g39550	0	0	0	0
LOC_Os12g39540	0	0	0	0
LOC_Os12g39530	0	0	0	0
LOC_Os12g39520	0.42926718	0.817443643	0.831179955	0.647885224
LOC_Os12g39510	0	0	0	0
LOC_Os12g39490	0	0	0	0
LOC_Os12g39480	0	0	0	0
LOC_Os12g39470	0	0	0	0
LOC_Os12g39460	0	0	0	0
LOC_Os12g39450	0	0	0	0
LOC_Os12g39440	6.193712173	1.81454523	0	0.719081403
LOC_Os12g39440	1.117422299	3.890983587	1.730910835	0
LOC_Os12g39440	11.93805537	11.75330433	2.830454219	1.858988854
LOC_Os12g39440	3.480411657	2.055929688	0.550125659	0.500278346
LOC_Os12g39430	0	0	0	0
LOC_Os12g39420	0.347651343	0	0.320547203	0
LOC_Os12g39420	0	0	0	0
LOC_Os12g39420	0	0.526990264	0.535845801	0.556905597
LOC_Os12g39420	2.210008431	3.769747714	1.718283743	2.163584383
LOC_Os12g39420	2.195490127	2.711884204	3.217030448	1.9702568
LOC_Os12g39420	0.41304527	0.674187971	0.628390598	0.051950149
LOC_Os12g39420	1.824519328	1.838301745	3.364546577	3.535633
LOC_Os12g39420	33.8594334	33.76052961	71.70887959	52.9044351
LOC_Os12g39420	0	0	0.591963369	2.093486534
LOC_Os12g39420	0.356415662	0.452476112	0.78870774	0.298850967
LOC_Os12g39420	0	0	0.707473005	0.292440149
LOC_Os12g39410	0	0	0	0
LOC_Os12g39400	0.703395928	1.421468529	19.56788127	13.54832915
LOC_Os12g39380	18.09438693	21.64699907	4.566060868	7.719068591
LOC_Os12g39370	8.103922469	4.133601868	4.062960763	3.312590731
LOC_Os12g39370	29.15715751	15.54862688	1.281884254	4.468638291
LOC_Os12g39370	53.73570201	51.35124558	10.67150536	14.90341912
LOC_Os12g39360	19.96235266	3.336843993	0.598749931	0.181498912
LOC_Os12g39350	0	0	0	0
LOC_Os12g39340	4.600537263	4.580060733	2.274360564	2.659215845
LOC_Os12g39330	0	0	1.622889781	0.567630185
LOC_Os12g39320	10.61014993	11.47760807	91.77553131	72.40708066
LOC_Os12g39310	0.092168336	0.200587483	11.52363561	16.1365291
LOC_Os12g39300	0	0	0	0
LOC_Os12g39290	0	0.412396643	0.419326551	0
LOC_Os12g39280	0	0	0	0
LOC_Os12g39270	0	0	0	0
LOC_Os12g39260	0	0	0	0
LOC_Os12g39250	0	0	0	0
LOC_Os12g39240	0	0	0	0
LOC_Os12g39230	0	0	0	0
LOC_Os12g39220	18.70446265	23.91170625	14.18288564	21.71562202
LOC_Os12g39210	1.166877592	2.010433636	1.29108438	0.489207593
LOC_Os12g39200	35.00092556	36.19639704	64.28800183	58.55020451
LOC_Os12g39200	2.417929944	0	1.5682813	2.852356232
LOC_Os12g39190	0	0	0	0
LOC_Os12g39180	8.454417116	8.492071678	15.92036149	13.6598501
LOC_Os12g39170	0	0	0.132078627	0
LOC_Os12g39160	3.503369517	5.212628284	0.316431118	0.64745786
LOC_Os12g39150	0	0	0	0
LOC_Os12g39140	0	0	0	0
LOC_Os12g39130	0.531323348	0	0	0
LOC_Os12g39120	2.025223524	1.939312167	0.627422836	1.7117147
LOC_Os12g39110	3.472937898	2.099503481	7.25826393	4.529814613
LOC_Os12g39100	0.659000933	0.512212391	0.729147442	1.610334294
LOC_Os12g39090	4.945949769	6.298057474	11.52700191	11.54137287
LOC_Os12g39090	0	0.191781203	2.730054487	0.886672191
LOC_Os12g39080	7.524051759	4.271665834	1.80976952	1.755503895
LOC_Os12g39070	5.747952585	6.031300908	3.407028226	4.33764066
LOC_Os12g39060	0	0	0	0
LOC_Os12g39040	0	0	0	0
LOC_Os12g39030	0	0	0	0
LOC_Os12g39020	0	0	0	0
LOC_Os12g39010	0	0	0	0
LOC_Os12g39000	0	0	0	0.376071308
LOC_Os12g38990	0	0	0	0
LOC_Os12g38980	0	0	0	0
LOC_Os12g38970	13.44738319	14.55934982	13.1591155	16.18232027
LOC_Os12g38960	0.153963016	0.167536136	0.170351411	0.154915738
LOC_Os12g38950	0.486198997	0.105812297	0.21518073	0.195683037
LOC_Os12g38940	0.237119511	0.602054993	0.262359393	0.15905787
LOC_Os12g38930	6.470752543	9.451705211	15.93155228	17.42077185
LOC_Os12g38920	9.387888979	8.497857453	13.78827979	13.79280438
LOC_Os12g38920	1.789794634	6.621771729	22.49628783	35.08094511
LOC_Os12g38910	0.474799588	0.516657121	0.075048432	0.204744705
LOC_Os12g38900	0	0	0	0
LOC_Os12g38890	0	0	0	0
LOC_Os12g38880	2.801088932	1.855321528	1.414873744	1.102860803
LOC_Os12g38870	3.927850256	3.052944952	0	0
LOC_Os12g38870	8.15721482	6.847463186	13.56403577	8.81740585
LOC_Os12g38860	0.58295068	0.824645421	0.064500212	0.293278987
LOC_Os12g38850	0	0	0	0
LOC_Os12g38850	13.81535754	15.4289093	4.183513729	10.75486575
LOC_Os12g38850	0.177623756	0	0.458571607	0
LOC_Os12g38840	0	0	0	0
LOC_Os12g38830	0	0	0	0
LOC_Os12g38820	0	0	0	0
LOC_Os12g38810	2.946170136	5.818113985	0.724393652	0.768548412
LOC_Os12g38800	1.724385775	0.268057818	0	0.681629247
LOC_Os12g38800	19.91442648	18.75914676	10.65534063	14.47496404
LOC_Os12g38795	3.348431352	4.453317528	2.6757256	4.679376979
LOC_Os12g38795	1.080811597	1.008080684	0.854183715	0.621428373
LOC_Os12g38790	0	0	0	0
LOC_Os12g38780	1.04339149	0	0.74699962	0
LOC_Os12g38780	4.485938067	5.211235882	2.079278076	2.073860795
LOC_Os12g38770	1.056317994	3.448323638	8.668276686	3.099992242
LOC_Os12g38760	1.388990084	6.602611186	2.588361012	0.514899791
LOC_Os12g38760	1.463341519	3.268502245	1.02259265	3.952222633
LOC_Os12g38750	2.933422545	7.820468956	0.324566694	0.295157455
LOC_Os12g38750	2.181372243	0	0	0
LOC_Os12g38740	0	0	0	0
LOC_Os12g38730	1.548428043	0.879096447	0	0
LOC_Os12g38730	14.62191333	11.60478029	1.187399936	1.484736973
LOC_Os12g38720	270.4281738	201.4591405	129.0769614	140.8986962
LOC_Os12g38710	0.058652577	0.06382329	0	0.236062077
LOC_Os12g38700	0	0	0	0
LOC_Os12g38690	0	0	0	0
LOC_Os12g38680	0	0	0	0
LOC_Os12g38670	0	0	0	0
LOC_Os12g38660	84.71254392	41.7961996	27.94424704	40.23597883
LOC_Os12g38650	1.9707266	2.144462545	1.090249032	0
LOC_Os12g38640	0	0	0	0
LOC_Os12g38640	260.9599955	239.3159059	31.72313842	56.48813439
LOC_Os12g38630	5.525058206	5.645544267	2.53472734	3.050806408
LOC_Os12g38620	0	0.660142388	0	0.381508907
LOC_Os12g38620	0.263082435	0.477125566	0.291085907	0.882367957
LOC_Os12g38620	5.157967409	5.059321822	4.501296273	4.97059397
LOC_Os12g38610	1.69098363	1.431156148	1.178023319	1.134298284
LOC_Os12g38600	0	0	0	0
LOC_Os12g38590	2.707786911	3.074609587	1.693399113	2.092764667
LOC_Os12g38580	0	0	0	0
LOC_Os12g38570	0	0	0	0
LOC_Os12g38560	6.616829138	6.17156372	17.19888977	20.29035897
LOC_Os12g38550	0.115308471	0	0.255164667	0
LOC_Os12g38540	0.575521928	0.46969423	0.636782621	1.302937321
LOC_Os12g38520	0	0	0	0
LOC_Os12g38510	0	0	0	0
LOC_Os12g38500	0	0	0	0
LOC_Os12g38490	12.18135575	15.37366152	27.81757538	21.60319309
LOC_Os12g38480	0	0	0	0
LOC_Os12g38480	3.759189469	1.607018794	0.891285336	1.080700374
LOC_Os12g38480	3.647940728	2.73761176	2.296482004	1.582118174
LOC_Os12g38480	2.275825091	3.268924568	0.705060264	2.198311568
LOC_Os12g38470	0	0	0	0
LOC_Os12g38460	0.04783317	0	0.105849421	0.096258323
LOC_Os12g38450	0.102836777	0	0	0
LOC_Os12g38440	5.817938809	6.791263134	1.989686751	0
LOC_Os12g38440	0	1.662764661	0.563568579	0
LOC_Os12g38440	5.616753173	3.383382454	1.775606074	6.055188865
LOC_Os12g38430	39.68608882	34.96571508	38.81114862	39.9316661
LOC_Os12g38420	0	0	0	0
LOC_Os12g38410	0	0	0	0
LOC_Os12g38400	11.4280026	14.94347128	9.563023113	9.372905411
LOC_Os12g38380	8.628154096	8.941712056	4.935640024	6.378278004
LOC_Os12g38370	5.485322015	6.207654735	0	1.324623637
LOC_Os12g38360	29.84154045	27.71344594	4.269567017	3.88269824
LOC_Os12g38350	4.447612465	4.57083392	0.273390715	0.49723714
LOC_Os12g38340	0	0	0	0
LOC_Os12g38330	0	0	0	0
LOC_Os12g38320	0.371198504	0.40392274	0	0
LOC_Os12g38310	19.04566493	30.32882742	8.994554517	13.08728153
LOC_Os12g38300	4.742060882	3.685794999	2.248638629	4.08977548
LOC_Os12g38290	0	1.533086308	1.870617924	0.850559892
LOC_Os12g38280	0	0	0	0
LOC_Os12g38270	1.318256307	2.62986454	18.96149331	10.61130935
LOC_Os12g38270	71.26364768	126.5902073	1034.439042	414.5572126
LOC_Os12g38260	0.106056715	0.288516243	0.176018679	0.213425987
LOC_Os12g38250	0.937089018	2.719203227	0.69122417	1.414331578
LOC_Os12g38240	0	0	0	0
LOC_Os12g38230	0	0.403462166	0	0
LOC_Os12g38220	0	0	0	0
LOC_Os12g38210	27.68913903	23.3175185	40.77721817	40.65421914
LOC_Os12g38200	0.490699028	0.622951267	0.090488476	0.16457849
LOC_Os12g38190	0	0	0	0
LOC_Os12g38180	20.57924503	16.48004778	27.00830617	18.51043587
LOC_Os12g38170	43.1843916	10.58085741	187.3272216	71.22036455
LOC_Os12g38160	0	0	0	0
LOC_Os12g38150	6.487179832	3.67660349	147.890514	76.8320248
LOC_Os12g38140	5.687531232	7.682815149	1.301986179	0.197335367
LOC_Os12g38130	0	0	0	0
LOC_Os12g38120	1.341214025	0.648645866	1.319091405	1.799351265
LOC_Os12g38110	15.86617973	18.02049163	32.30587379	30.04233963
LOC_Os12g38100	1.149822804	1.0009514	3.307756965	3.239426122
LOC_Os12g38090	0	0	0	0
LOC_Os12g38051	0.398981459	0.434154994	2.207252642	0.802900708
LOC_Os12g38040	1.307069675	1.501315337	0	0.146128646
LOC_Os12g38030	0.087788847	0.095528164	0	0
LOC_Os12g38020	0.037819247	0	0	0
LOC_Os12g38010	1.467373146	1.596734296	14.93680533	4.724650373
LOC_Os12g38000	87.04769154	83.44900819	46.16674	44.87895216
LOC_Os12g37990	0	0	0	0
LOC_Os12g37980	0.356099691	0.221424481	0.506576913	0.153558529
LOC_Os12g37970	10.86918849	21.56036072	2.630719288	6.72135803
LOC_Os12g37970	7.122301196	4.944087552	10.86955229	0.494232686
LOC_Os12g37970	8.172586702	2.290638781	16.71493756	8.721531868
LOC_Os12g37960	10.90400664	8.10312183	2.74642886	3.56796116
LOC_Os12g37960	23.49136081	23.44814287	17.58848249	16.88337515
LOC_Os12g37939	26.22898144	29.2028373	20.3722816	21.23537268
LOC_Os12g37920	5.558459642	5.746059896	6.303875815	5.872498124
LOC_Os12g37910	42.61683149	45.61981322	51.65759067	40.26587686
LOC_Os12g37910	0	0	0	0
LOC_Os12g37900	1.042211183	1.587727077	1.153148015	0.838928303
LOC_Os12g37890	11.29021596	12.57125271	19.62565637	23.42466056
LOC_Os12g37880	22.03659334	27.94438386	23.80629157	31.07705594
LOC_Os12g37870	66.86687698	103.5100508	60.37054858	71.46434397
LOC_Os12g37860	15.16771019	14.88949977	57.84509058	51.4022595
LOC_Os12g37850	13.64349185	11.13470937	5.451245162	5.719965706
LOC_Os12g37840	0.38306786	0	0	0
LOC_Os12g37840	14.25780277	15.89010348	2.099153459	2.603110277
LOC_Os12g37830	0	0.067014455	0.136281129	0
LOC_Os12g37820	0	0	0	0
LOC_Os12g37810	0	0	0	0
LOC_Os12g37800	0	0	0	0
LOC_Os12g37790	0.299419787	0.325816133	0	0
LOC_Os12g37780	1.925920245	2.974550645	1.718485769	0.937663465
LOC_Os12g37770	1.470617589	1.955879155	1.024505372	1.589326484
LOC_Os12g37760	2.944679815	2.573928099	1.442119786	2.040030524
LOC_Os12g37750	0.105029034	0	0	0.105678953
LOC_Os12g37740	0.997453647	0.982017248	0.315321806	0.334541962
LOC_Os12g37730	0	0	0	0
LOC_Os12g37720	9.240331638	10.66556786	22.22768419	20.36418347
LOC_Os12g37710	3.657920599	4.294638578	0.426029817	0.871710582
LOC_Os12g37710	35.20093085	30.5534854	1.94168161	8.932588984
LOC_Os12g37690	0.997453647	3.391835889	46.62821207	32.24148154
LOC_Os12g37680	0	0	0	0
LOC_Os12g37669	0	0	0	0
LOC_Os12g37660	0	0	0	0
LOC_Os12g37650	202.078096	283.5709514	1.59477917	30.02069235
LOC_Os12g37640	0	0	0	5.511489161
LOC_Os12g37640	0.549273461	0	0.347280097	1.500110697
LOC_Os12g37640	0.432982542	0	0	0
LOC_Os12g37640	10.80081161	13.71182518	6.246847123	1.646613177
LOC_Os12g37630	4.915358788	4.854963459	2.175427139	3.804442307
LOC_Os12g37630	1.059678409	2.22383162	0.753733619	0
LOC_Os12g37620	0	0	0	0
LOC_Os12g37610	59.86082049	54.36212551	13.4100631	19.18476498
LOC_Os12g37600	0.581699265	0.949471341	0.321808748	0.195099605
LOC_Os12g37590	12.22201363	20.99918813	11.56569819	15.69567642
LOC_Os12g37580	0.323690163	0.402544164	0.204654255	0.046527594
LOC_Os12g37570	0.218940135	0.810021201	0.581387849	0.220294936
LOC_Os12g37570	21.27719371	19.00021396	25.56651509	24.72275853
LOC_Os12g37564	0	0	0	0
LOC_Os12g37560	0.83412541	0.832022129	0	0
LOC_Os12g37560	2.453567738	3.847754034	5.509314351	7.624082119
LOC_Os12g37550	37.1886168	43.14261368	81.16069356	63.29230358
LOC_Os12g37540	0	0	1.685726415	2.846965528
LOC_Os12g37530	0	0	0	0
LOC_Os12g37530	1.682493389	2.441092238	52.00025309	28.94866949
LOC_Os12g37530	35.50136675	33.47516293	0.234742615	0.498102277
LOC_Os12g37519	0.739022475	2.010433636	155.3604871	99.45590371
LOC_Os12g37519	0.787336293	2.998612881	454.0834423	260.0423828
LOC_Os12g37510	10.69754121	17.7976398	0.88038054	1.334347628
LOC_Os12g37500	0	0	0	0
LOC_Os12g37490	0	0	0	0
LOC_Os12g37480	0	0	0	0
LOC_Os12g37470	0	0	0	0
LOC_Os12g37460	0	0	0	0
LOC_Os12g37450	0	0.056813796	0	0
LOC_Os12g37440	0	0	0	0
LOC_Os12g37430	0	0.756648429	1.818494692	0
LOC_Os12g37430	11.10205709	8.369225996	10.65582765	12.92039312
LOC_Os12g37430	0.426918892	3.639016857	5.038525068	8.591213261
LOC_Os12g37419	21.02343705	28.30932003	34.9225624	33.26518166
LOC_Os12g37415	0	0	0	0
LOC_Os12g37410	157.1905367	163.2670674	301.2065324	236.929277
LOC_Os12g37400	0	0	0	0
LOC_Os12g37400	0.910330037	1.584933124	0.134297193	0
LOC_Os12g37390	9.919386511	8.60135954	9.60333752	9.045070651
LOC_Os12g37380	2.337950071	1.69603988	2.155675139	1.568278195
LOC_Os12g37370	14.82917626	21.5801272	2.965237753	4.85379947
LOC_Os12g37360	21.60440097	20.9350296	26.34680373	28.08497613
LOC_Os12g37350	0.120166256	0	0	0
LOC_Os12g37340	0	0	0	0
LOC_Os12g37330	0	0	0.073756085	0
LOC_Os12g37320	0.106963779	0	0	0.645754023
LOC_Os12g37320	0	0.127279252	18.24794513	1.412296568
LOC_Os12g37310	0	0	0	0
LOC_Os12g37300	0	0	0	0
LOC_Os12g37290	0	0.316490447	0.107269583	0.195099605
LOC_Os12g37280	0	0	0	0.069113232
LOC_Os12g37270	0	0	0	0
LOC_Os12g37260	166.5763089	28.42345827	105.8215768	30.50174379
LOC_Os12g37250	0.080767484	0.087887809	0	0.081267272
LOC_Os12g37240	0	0	0	0
LOC_Os12g37230	0	0	0	0
LOC_Os12g37220	0	0	0	0
LOC_Os12g37210	0	0	0	0
LOC_Os12g37200	0	0	0	0
LOC_Os12g37190	0	0	0	0
LOC_Os12g37180	0	0	0	0
LOC_Os12g37160	0.840429695	1.662764661	0.338141147	0
LOC_Os12g37160	0	0	0	0.421409117
LOC_Os12g37160	0	0	0	0
LOC_Os12g37150	0	0	0	0
LOC_Os12g37140	0	0	0	0
LOC_Os12g37130	0	0	0	0
LOC_Os12g37120	0	0	0	0
LOC_Os12g37110	0	0	0	0
LOC_Os12g37100	2.602454883	3.030611558	1.414476419	1.745705905
LOC_Os12g37090	0	0	0	0
LOC_Os12g37080	0	0	0	0
LOC_Os12g37070	0	0	0	0
LOC_Os12g37060	33.49660665	35.24608629	41.78228434	34.65776694
LOC_Os12g37050	0	0	0	0
LOC_Os12g37040	0	0	0	0
LOC_Os12g37030	0	0	0	0
LOC_Os12g37020	0	0	0	0
LOC_Os12g37010	0	0	0	0
LOC_Os12g37000	0	0	0	0
LOC_Os12g36990	0	0	0	0
LOC_Os12g36980	0	0	0.255164667	0.464087998
LOC_Os12g36970	0	0	0	0
LOC_Os12g36960	0	0	0	0
LOC_Os12g36950	0	0	0	1.227835464
LOC_Os12g36950	8.258282897	10.51078411	14.11390414	12.01893202
LOC_Os12g36940	4.740898897	8.800388746	7.559745649	13.25844881
LOC_Os12g36930	13.11168908	7.989852385	4.932497638	4.221703721
LOC_Os12g36920	1.812372814	1.314765703	0.919090568	6.610505652
LOC_Os12g36910	9.406308024	15.91366895	23.32202903	37.51263658
LOC_Os12g36900	9.165583036	9.293586878	5.301082739	5.449540677
LOC_Os12g36890	0.388587344	0.845689101	0	0.117297576
LOC_Os12g36880	131.090295	130.9840332	66.04520761	66.19961121
LOC_Os12g36870	6.041554504	4.090593294	0.148547556	0.40526264
LOC_Os12g36860	6.155304689	4.850236761	3.992361013	2.56278359
LOC_Os12g36850	60.87117489	62.60509767	25.85391274	31.01907006
LOC_Os12g36840	0.958637645	0.625889717	0.21213572	0.192913938
LOC_Os12g36830	104.2861114	131.9990726	47.0761762	44.45012102
LOC_Os12g36820	0	0	0	0
LOC_Os12g36810	4.669993088	11.1985431	0	0.174032999
LOC_Os12g36800	0	0	0	0
LOC_Os12g36790	0	0	0	0
LOC_Os12g36780	0	0	0	0
LOC_Os12g36770	6.625718743	7.051373147	14.82309029	11.42866054
LOC_Os12g36760	12.24160186	16.45750325	14.7872713	15.33077246
LOC_Os12g36750	0.772375033	1.260699477	2.905604309	2.720040699
LOC_Os12g36750	0.746291549	0	0	0
LOC_Os12g36750	0	1.149565692	3.974202126	4.783363134
LOC_Os12g36740	16.29174291	18.45158724	21.33677554	20.74160161
LOC_Os12g36740	8.918945529	8.694263861	7.195643613	14.20904852
LOC_Os12g36735	0.573491868	1.248099894	0.317268237	0.288520316
LOC_Os12g36730	6.113059315	5.553484842	2.544165127	4.062971156
LOC_Os12g36720	10.10018637	11.90648531	9.054052577	8.845301008
LOC_Os12g36710	0	0	0	0
LOC_Os12g36700	0	0	0	0
LOC_Os12g36690	0	0	0	0
LOC_Os12g36680	4.745302209	6.687337147	1.377156672	3.365748242
LOC_Os12g36670	19.85812075	21.43019434	23.00087965	18.8250769
LOC_Os12g36660	0	0	0	0
LOC_Os12g36640	103.5106721	172.3672105	514.8008695	393.6354106
LOC_Os12g36640	2.06021049	9.340979934	52.42865991	23.32078943
LOC_Os12g36630	2.019688752	3.662901863	44.69343859	50.46596658
LOC_Os12g36620	0.184180056	0.400834121	1.069870546	2.038517373
LOC_Os12g36610	0	0	0	0.214686377
LOC_Os12g36600	0	0	0	0
LOC_Os12g36590	0.206260634	0.224444224	0	0
LOC_Os12g36580	2.441826451	3.487435569	0.168858971	0.665420291
LOC_Os12g36570	0	0	0	0
LOC_Os12g36560	0	0	0	0
LOC_Os12g36550	0	0	0	0
LOC_Os12g36540	0	0	0	0
LOC_Os12g36530	0	0	0	0
LOC_Os12g36520	0.095078915	0.206921825	0.105199468	0
LOC_Os12g36510	0	0	0	0
LOC_Os12g36500	0	0	0	0
LOC_Os12g36490	0	0	0	0
LOC_Os12g36480	0	0	0	0
LOC_Os12g36470	0	0.054004322	0	0
LOC_Os12g36450	0	0	0	0
LOC_Os12g36440	0	0	0	0.064380566
LOC_Os12g36430	0.201156752	0.164167795	0.27821078	2.175816216
LOC_Os12g36430	0	0	15.08510372	37.80333303
LOC_Os12g36420	0	0	0	0.069113232
LOC_Os12g36410	2.615587911	4.098490192	1.157600324	1.263251113
LOC_Os12g36400	98.33316233	89.16837386	29.46669636	44.41130761
LOC_Os12g36390	0	0	0	0
LOC_Os12g36380	0	0	0	0
LOC_Os12g36370	0	0	0	0
LOC_Os12g36360	0	0	0	0
LOC_Os12g36350	0	0	0	0
LOC_Os12g36340	0	0	0	0
LOC_Os12g36330	0	0	0	0
LOC_Os12g36320	0.235630354	0	0	0
LOC_Os12g36310	0	0.073167146	0	0
LOC_Os12g36300	0	0	0	0
LOC_Os12g36270	4.479827101	5.231450967	1.32984005	1.649103016
LOC_Os12g36260	0.03729868	0	0	0
LOC_Os12g36250	0	0	0	0
LOC_Os12g36240	6.93191624	0.685729302	15.33955034	1.902221153
LOC_Os12g36230	0	0	0	0
LOC_Os12g36220	8.651308975	0.973861431	2.970678556	3.9021711
LOC_Os12g36210	16.66064803	0.312576254	33.37202206	14.74053353
LOC_Os12g36194	42.19368167	33.67731471	19.74692806	17.33483515
LOC_Os12g36180	25.15984267	28.87474336	32.15847821	43.62129523
LOC_Os12g36170	0.315775566	0.429517261	0.393061377	0.397161979
LOC_Os12g36160	0	0	0	0
LOC_Os12g36150	0	0	0	0
LOC_Os12g36140	0	0	0	0
LOC_Os12g36130	0	0	0	0
LOC_Os12g36120	0	0	0	0
LOC_Os12g36110	13.46353314	22.62475421	14.26809137	37.61107289
LOC_Os12g36100	0	0	0.044972773	0
LOC_Os12g36100	1.051282904	1.671944809	0	0
LOC_Os12g36070	0.376354038	0.409532778	0	0
LOC_Os12g36060	39.46236518	30.42697897	9.980088229	12.25230934
LOC_Os12g36050	0	0	0	0
LOC_Os12g36040	0	0	0	0
LOC_Os12g36030	1.875980129	1.360908923	1.729722022	1.572990569
LOC_Os12g36030	1.758731371	0.425284038	1.729722022	2.752733496
LOC_Os12g36030	0.981793143	0.641007826	1.955337938	1.975736947
LOC_Os12g36020	0	0	0.281519703	0.384016477
LOC_Os12g36010	0	0	0	0
LOC_Os12g36000	0	0	0	0
LOC_Os12g35990	0	0	0	0
LOC_Os12g35980	0	0	0	0
LOC_Os12g35970	0	0	0	0
LOC_Os12g35960	0	0	0	0
LOC_Os12g35950	0.323230506	0.234483976	0.119212121	0
LOC_Os12g35940	5.439786399	4.263586915	8.544195446	9.147930179
LOC_Os12g35930	0	0	0	0
LOC_Os12g35920	0	0	0	0
LOC_Os12g35910	0	0	0	0
LOC_Os12g35900	0	0	0	0
LOC_Os12g35895	0	0	0	0
LOC_Os12g35890	0.772375033	1.821010356	0.142431584	0.906680233
LOC_Os12g35880	0	0	0	0
LOC_Os12g35870	0	0	0	0
LOC_Os12g35860	0	0	0	0
