ID	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6	treatment_7	treatment_8	treatment_9	treatment_10
AT4G00040	42.0873	49.4908	50.9359	28.3364	28.5574	41.0673	56.4927	51.4438	44.8314	59.6264	66.7539	50.8903	73.0629	58.7504	82.1404	123.9864	117.5176	110.76	135.2711	100.9195
AT4G00050	99.7624	100.4161	153.686	126.5693	120.109	77.2622	78.5248	71.2298	68.5158	68.2819	125.31	147.9	184.7447	155.269	207.3709	441.7768	398.0434	371.472	277.5876	436.2666
AT4G00060	23.3818	27.2558	21.9551	51.0055	31.0772	56.3805	34.4605	34.9554	38.9102	29.8132	52.7005	28.6258	61.5816	43.0137	52.516	61.3913	63.1815	58.788	36.6359	35.7423
AT4G00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G00080	0	0.7173	3.5128	0	1.6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G00090	68.5867	58.0979	68.5001	85.0092	83.9923	73.0858	94.3427	63.3154	91.3545	99.0568	89.0052	128.8161	86.6317	76.5854	80.7939	142.0427	108.6722	124.392	149.3618	75.6896
AT4G00100	3426.216	3044.0424	3127.2908	3621.394	3221.1063	2144.5472	2325.8029	2534.5944	2872.5904	2925.5412	1345.6184	1197.5125	1085.5056	870.7654	954.7142	911.2398	524.4064	967.872	889.1257	782.1262
AT4G00110	45.2049	49.4908	18.4423	30.2255	47.0357	34.1067	42.3695	30.9982	31.2974	49.0475	31.6203	20.6742	25.0501	16.7858	30.971	34.9088	24.009	26.412	29.5906	40.9985
AT4G00120	0	0	0	0	0	0	0	0	0	0	1.1711	0	1.0438	1.0491	0	2.4075	0	4.26	1.4091	3.1537
AT4G00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G00130	0	0	0	0	0	0	0	3.2977	0	0	0	0	0	0	0	0	0	0	0	0
AT4G00140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4075	0	0	0	0
AT4G00150	81.8364	115.4785	93.968	120.902	79.7927	80.0464	82.4793	98.9303	67.67	87.5162	38.647	71.5645	81.4129	47.2102	100.9923	46.9463	20.2181	28.116	26.7724	17.8712
AT4G00160	0	2.1518	0	1.8891	0	0	0	0	0	0	2.3422	0	0	0	0	0	5.0545	0	0	0
AT4G00165	1182.3407	1213.6003	1343.6548	1326.1443	1155.7346	681.4384	745.1382	716.915	883.0931	834.7698	569.165	534.3482	612.6844	373.4849	480.7235	27.6863	55.5997	23.856	42.2722	28.3836
AT4G00170	129.3794	116.913	96.6026	134.1257	126.8284	122.5058	109.0308	124.6522	93.8921	119.2528	113.5988	103.3709	114.8131	123.7956	103.6855	160.0989	241.3533	228.336	202.9067	179.7629
AT4G00180	243.1709	222.3499	224.8207	328.7024	262.0561	246.4037	295.4566	228.1992	240.2284	252.9314	230.7109	192.429	183.701	135.3358	153.5083	38.52	48.0179	43.452	39.4541	35.7423
